title,release_year,genres,imdb_score
Aditi Mittal: Things They Wouldn't Let Me Say,2017,['comedy'],4.3
Blessed Benefit,2017,"['comedy', 'drama', 'european']",6.6
Robozuna,2018,['animation'],6.6
Malena Pichot: Estupidez compleja,2018,['comedy'],5.7
Chief Daddy,2018,"['comedy', 'drama']",4.7
Adhugo,2018,['drama'],5.9
Solo el amor,2018,"['romance', 'drama', 'music', 'comedy']",4.7
Hedefim Sensin,2018,['comedy'],6.2
Deliha 2,2018,['comedy'],4.7
Spivak,2018,['comedy'],5.6
For Here or to Go?,2017,"['drama', 'comedy']",6.8
DreamWorks Home: For the Holidays,2017,"['fantasy', 'comedy', 'family', 'scifi', 'animation']",4.9
Check The Store Next Door,2018,"['comedy', 'drama']",7.8
Late Life: The Chien-Ming Wang Story,2018,"['documentation', 'sport']",7.2
Listen,2017,"['drama', 'romance']",6.6
Aiyaary,2018,"['thriller', 'action', 'drama']",5.2
Battlefish,2018,['reality'],7.0
Pulang,2018,"['drama', 'romance', 'action']",6.7
A Little Help with Carol Burnett,2018,[],6.3
Alter Ego,2017,['drama'],5.7
Pucca: Love Recipe,2018,['comedy'],
Ayotzinapa: The Turtle's Pace,2018,['documentation'],7.4
The Price of Success,2017,"['drama', 'comedy', 'european']",5.8
"I, Potro",2018,"['comedy', 'sport']",6.2
Turkish Dance School,2017,"['drama', 'comedy']",5.7
Spiritual House,2017,[],
Vanjagar Ulagam,2018,"['thriller', 'action', 'crime', 'drama']",6.0
Verses of Love 2,2017,"['drama', 'romance']",5.9
Luciano Mellera: Infantiloide,2018,['comedy'],7.5
My Travel Buddy 2,2018,['comedy'],5.8
Alan Saldaña: mi vida de pobre,2017,['comedy'],6.3
Vir Das: Abroad Understanding,2017,['comedy'],6.9
Hantu Kak Limah,2018,"['horror', 'comedy']",5.6
Back to Q82,2017,"['scifi', 'action', 'comedy']",6.0
Garbage,2018,"['thriller', 'drama']",3.4
Teefa in Trouble,2018,"['drama', 'comedy', 'crime', 'romance', 'action']",7.3
Potato Potahto,2017,['comedy'],4.1
Joe Mande's Award-Winning Comedy Special,2017,"['comedy', 'documentation']",6.1
The Hollywood Masters,2017,['documentation'],7.2
The Royal Hibiscus Hotel,2018,"['comedy', 'romance']",5.5
Kulipari: Dream Walker,2018,"['fantasy', 'animation', 'action']",7.7
Puriyaatha Puthir,2017,['thriller'],6.6
Son Of Adam,2018,['thriller'],
ID-0,2017,"['scifi', 'animation', 'action', 'drama']",6.2
Super Monsters and the Wish Star,2018,['fantasy'],
Ryan Hamilton: Happy Face,2017,"['comedy', 'documentation']",7.3
Chicken Soup for the Soul's Being Dad,2018,['reality'],
Daniel Sosa: Sosafado,2017,['comedy'],5.4
Fantastica,2018,"['fantasy', 'comedy']",3.6
Food on the Go,2017,"['documentation', 'european']",6.3
Agustín Aristarán: Soy Rada,2018,['comedy'],6.1
Grillo vs Grillo,2017,"['comedy', 'european']",5.2
Jim Gaffigan: Cinco,2017,['comedy'],7.1
Free Rein: The Twelve Neighs of Christmas,2018,"['comedy', 'drama', 'family']",6.7
My Ex & Whys,2017,"['romance', 'drama']",6.2
Pa Paandi,2017,"['comedy', 'action', 'romance', 'family', 'drama']",7.4
Penalty Kick,2018,['comedy'],3.7
Noblemen,2018,['drama'],5.6
Bonboné,2018,"['comedy', 'drama']",
Brad Paisley's Comedy Rodeo,2017,['comedy'],5.7
"Love, Surreal and Odd",2017,"['comedy', 'romance']",5.6
Pacíficum,2017,['documentation'],6.5
Mama's Boy,2018,['comedy'],6.1
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,2018,[],
Seven Sundays,2017,"['drama', 'comedy']",7.7
Puppy Star Christmas,2018,"['family', 'comedy']",3.6
Mo Amer: The Vagabond,2018,"['comedy', 'documentation']",7.3
Marriage Palace,2018,['comedy'],6.2
The Perfect Match,2017,"['comedy', 'drama']",
Harvey Street Kids,2018,"['action', 'family', 'animation', 'comedy']",6.8
Pahuna: The Little Visitors,2017,['drama'],7.5
Shiva VS Autobots,2018,[],
Mahi NRI,2017,"['comedy', 'drama']",5.9
Rodney King,2017,"['crime', 'comedy', 'drama', 'history', 'documentation']",5.8
Exes Baggage,2018,"['drama', 'romance']",6.4
Mauli,2018,"['drama', 'action']",5.6
Tracy Morgan: Staying Alive,2017,['comedy'],6.1
Voulez-vous rire avec moi ce soir?,2018,"['documentation', 'european']",6.8
La Leyenda del Diamante,2018,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']",3.4
Pup Star: World Tour,2018,"['comedy', 'family']",3.8
Shubh Aarambh,2017,"['comedy', 'drama', 'family']",6.8
Chris D'Elia: Man on Fire,2017,"['comedy', 'documentation']",6.5
A Drowning Man,2017,['drama'],
A Man for The Weekend,2017,"['romance', 'comedy']",4.0
DeRay Davis: How to Act Black,2017,['comedy'],6.1
"El Especial de Alex Fernández, el Especial",2017,['comedy'],6.6
Life Plan A and B,2017,['drama'],7.8
Thug Life,2017,"['comedy', 'drama']",5.7
Posesif,2017,"['drama', 'comedy', 'romance']",7.4
Merku Thodarchi Malai,2018,['drama'],8.6
Natalia Valdebenito: El especial,2018,['comedy'],5.1
Jani Dueñas: Grandes fracasos de ayer y hoy,2018,['comedy'],4.8
Arango y Sanint: Ríase el show,2018,['comedy'],4.0
Doob,2017,['drama'],6.2
Adel Karam: Live from Beirut,2018,['comedy'],5.5
Stretch Armstrong: The Breakout,2018,['animation'],
Love and Shukla,2017,"['romance', 'comedy', 'drama']",7.3
Alejandro Riaño: Especial de stand up,2018,['comedy'],4.9
Birdshot,2017,"['thriller', 'drama']",6.6
Kavin Jay : Everybody Calm Down!,2018,"['comedy', 'documentation']",5.9
Mau Nieto: viviendo sobrio… desde el bar,2018,['comedy'],6.7
Coco y Raulito: Carrusel de ternura,2018,['comedy'],6.6
First Love,2018,"['drama', 'romance']",6.0
Fernando Sanjiao: Hombre,2018,['comedy'],6.3
Prince of Peoria: A Christmas Moose Miracle,2018,['comedy'],
Highland: Thailand's Marijuana Awakening,2017,['documentation'],6.2
Ricardo Quevedo: Hay gente así,2018,['comedy'],6.3
Si saben cómo me pongo ¿Pa' qué me invitan?,2018,"['romance', 'comedy']",4.6
The Lost Café,2018,"['drama', 'comedy']",6.4
Zoé: Panoramas,2017,"['music', 'documentation']",6.8
Fabrizio Copano: solo pienso en mí,2017,['comedy'],5.0
Good Game: The Beginning,2018,"['comedy', 'drama', 'sport']",4.4
Santo cachón,2018,['comedy'],4.8
Pinky Memsaab,2018,"['drama', 'family']",6.3
Heaven Without People,2017,['drama'],7.6
Yoo Byung Jae: Discomfort Zone,2018,['comedy'],
"Edmilson Filho: Notas, Comedy about Relationships",2018,['comedy'],5.2
Hadithi za Kumekucha: Fatuma,2018,['drama'],7.6
Echcharikkai,2018,"['thriller', 'crime', 'drama']",6.3
Nathicharami,2018,['drama'],7.2
Facing Mecca,2017,['drama'],
Ayana,2017,"['drama', 'documentation']",7.4
Table Manners,2018,"['comedy', 'drama']",5.1
Salam - The First ****** Nobel Laureate,2018,['documentation'],7.8
Todd Glass: Act Happy,2018,['comedy'],5.1
Lilli,2018,['thriller'],5.7
Eve's Apple,2017,"['documentation', 'european']",5.9
Joaquín Reyes: Una y no más,2017,['comedy'],
Enissa Amani: Ehrenwort,2018,"['comedy', 'european']",5.5
Kingdom of Us,2017,"['documentation', 'drama']",7.0
Aruna & Her Palate,2018,"['romance', 'drama']",7.2
Into the Wind,2018,"['drama', 'european']",4.2
Baby Mamas,2018,"['drama', 'comedy']",6.6
The Break with Michelle Wolf,2018,['comedy'],5.1
Lynne Koplitz: Hormonal Beast,2017,['comedy'],6.2
Jindua,2017,"['romance', 'comedy', 'family']",6.5
Yoo Byung Jae: Too Much Information,2018,['comedy'],5.3
Ask the Doctor,2017,['documentation'],6.5
Sei,2018,"['thriller', 'action', 'crime']",4.2
Oga Bolaji,2018,['drama'],
Christmas Catch,2018,"['romance', 'comedy', 'crime']",5.3
Project Papa,2018,['drama'],6.3
Kibaoh Klashers,2017,['scifi'],6.3
#FriendButMarried,2018,"['romance', 'comedy', 'drama']",6.9
Mr. Chandramouli,2018,"['romance', 'sport', 'comedy']",5.1
Sebastián Marcelo Wainraich,2018,['comedy'],6.4
True: Wonderful Wishes,2018,['animation'],
Dhh,2018,"['drama', 'family']",7.9
Three Words to Forever,2018,"['drama', 'romance', 'comedy', 'family']",6.8
In Line,2017,['drama'],6.1
Little Singham aur Kaal ka Mahajaal,2018,['comedy'],
Unexpectedly Yours,2017,"['romance', 'comedy']",6.8
Next Enti?,2018,"['drama', 'romance', 'comedy']",4.6
Loo Loo Kids Johny & Friends Musical Adventure,2018,[],
The Sound of Your Heart: Reboot,2018,['comedy'],5.9
Luo Bao Bei,2018,['animation'],8.0
RIDE ON TIME,2018,[],
Dance & Sing With True,2018,"['animation', 'family']",
Pretty Man,2018,['family'],
Harith Iskander: I Told You So,2018,['comedy'],4.6
Memories of Love,2018,"['drama', 'romance']",5.9
Wedy Atkalam,2018,"['drama', 'comedy']",5.8
Kanavu Variyam,2017,"['scifi', 'family', 'drama']",6.4
We Speak Dance,2018,['documentation'],7.5
Simplemente Manu NNa,2017,['comedy'],5.5
For the Broken Hearted,2018,['drama'],6.7
King of Peking,2017,"['comedy', 'drama']",6.4
Babamın Ceketi,2018,['comedy'],4.9
Until Midnight,2018,"['drama', 'thriller']",6.9
Beat Bugs: All Together Now,2017,['animation'],
Shiva: The Secret World Of Vedas City,2017,[],
Fakkah Fuzz: Almost Banned,2018,['comedy'],4.3
Vir Das: Losing It,2018,['comedy'],7.0
What Did I Mess,2018,"['romance', 'comedy']",7.1
YG Future Strategy Office,2018,['comedy'],6.9
Al-Khawaga's Dilemma,2018,['drama'],
Dilan 1990,2018,"['romance', 'drama']",7.0
Ascharya Fuck It,2018,"['thriller', 'drama', 'romance']",5.4
Fary Is the New Black,2018,"['comedy', 'european']",5.8
Motu Patlu in the City of Gold,2018,[],
Brij Mohan Amar Rahe!,2018,"['comedy', 'drama', 'crime']",7.0
W. Kamau Bell: Private School Negro,2018,['comedy'],6.4
Pandigai,2017,"['thriller', 'action', 'romance']",6.3
The Bridge,2017,"['romance', 'drama']",5.6
Hajwala 2: Mysterious Mission,2018,"['action', 'comedy']",4.0
Satria Heroes: Revenge of the Darkness,2017,"['drama', 'fantasy', 'scifi', 'action']",4.4
Fan of Amoory,2018,['drama'],5.9
Bogda,2018,['drama'],7.2
Rise: Ini Kalilah,2018,['drama'],5.1
What She Put on the Table,2017,['drama'],7.3
Meghnadbodh Rohoshyo,2017,['thriller'],6.3
The Suit,2018,"['comedy', 'family', 'action', 'drama']",5.4
Afronta!,2017,['documentation'],7.4
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2017,"['music', 'animation', 'family']",4.2
Finally Found Someone,2017,"['comedy', 'romance']",5.7
Super Monsters Save Halloween,2018,"['animation', 'family']",5.4
Elf Pets: Santa's St. Bernards Save Christmas,2018,"['animation', 'fantasy']",5.3
Catch.er,2017,"['crime', 'drama']",4.5
Panoptic,2017,['documentation'],6.2
Komola Rocket,2018,['drama'],7.4
Lara and the Beat,2018,"['drama', 'music', 'romance']",6.7
Luna Petunia Return to Amazia,2018,['animation'],4.8
Si Doel the Movie,2018,"['drama', 'comedy', 'romance']",6.9
Bahasha,2018,['drama'],7.0
Little Miss Sumo,2018,['documentation'],
Russian Doll,2019,"['drama', 'comedy']",7.8
The Gentlemen,2019,"['comedy', 'crime', 'action']",7.8
Bridgerton,2020,"['drama', 'romance']",7.3
Demon Slayer: Kimetsu no Yaiba,2019,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",8.7
Sex Education,2019,"['drama', 'comedy']",8.3
After Life,2019,"['comedy', 'drama']",8.5
"Love, Death & Robots",2019,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",8.4
The Umbrella Academy,2019,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",8.0
The Witcher,2019,"['scifi', 'action', 'drama', 'fantasy', 'horror']",8.2
The Rental,2020,"['thriller', 'drama', 'horror']",5.7
Uncut Gems,2019,"['drama', 'thriller', 'comedy', 'crime']",7.4
Space Force,2020,['comedy'],6.7
Formula 1: Drive to Survive,2019,"['documentation', 'sport']",8.6
365 Days,2020,"['romance', 'drama', 'european']",3.3
The Queen's Gambit,2020,"['drama', 'sport']",8.6
Selling Sunset,2019,['reality'],6.5
Dead to Me,2019,"['drama', 'crime', 'comedy']",8.0
I Think You Should Leave with Tim Robinson,2019,['comedy'],7.9
The Last Dance,2020,"['documentation', 'history', 'sport']",9.1
The Stranger,2020,"['crime', 'thriller', 'drama']",7.3
Emily in Paris,2020,"['drama', 'comedy', 'romance']",6.9
Unbelievable,2019,"['drama', 'crime']",8.4
ULTRAMAN,2019,"['scifi', 'action', 'drama', 'fantasy', 'animation']",6.8
Jurassic World: Camp Cretaceous,2020,"['action', 'family', 'scifi', 'animation']",7.5
Virgin River,2019,"['drama', 'romance']",7.4
Outer Banks,2020,"['action', 'drama', 'romance', 'thriller', 'crime']",7.5
Locke & Key,2020,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",7.4
Rambo: Last Blood,2019,"['thriller', 'western', 'action']",6.1
The Circle,2020,['reality'],7.3
Freaks,2019,"['scifi', 'thriller', 'drama']",6.7
The King,2019,"['drama', 'history', 'romance', 'war']",7.3
Are You Afraid of the Dark?,2019,"['thriller', 'horror', 'family', 'drama', 'fantasy']",7.1
I'm Thinking of Ending Things,2020,"['thriller', 'fantasy', 'drama']",6.6
In the Dark,2019,"['comedy', 'drama', 'crime', 'horror', 'action']",7.7
Young Wallander,2020,"['crime', 'drama', 'thriller']",6.8
The Devil All the Time,2020,"['drama', 'thriller', 'crime', 'horror']",7.1
Tuca & Bertie,2019,"['comedy', 'animation']",7.3
My Octopus Teacher,2020,['documentation'],8.1
The Irishman,2019,"['drama', 'crime', 'history', 'thriller']",7.8
Synchronic,2019,"['horror', 'scifi', 'thriller', 'drama']",6.2
Hillbilly Elegy,2020,['drama'],6.7
Feel Good,2020,"['drama', 'comedy', 'romance']",7.5
Top Boy,2019,['drama'],
21 Bridges,2019,"['action', 'drama', 'crime', 'thriller']",6.6
Love Is Blind,2020,"['reality', 'romance']",6.1
Marriage Story,2019,"['drama', 'romance', 'comedy']",7.9
The Trial of the Chicago 7,2020,"['drama', 'history', 'thriller']",7.7
Into the Night,2020,"['scifi', 'drama', 'thriller']",7.1
Criminal: UK,2019,"['drama', 'thriller', 'crime']",7.6
Never Have I Ever,2020,"['drama', 'comedy']",7.8
The Daily Life of the Immortal King,2020,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",7.2
El Camino: A Breaking Bad Movie,2019,"['thriller', 'drama', 'crime', 'action']",7.3
Eurovision Song Contest: The Story of Fire Saga,2020,"['comedy', 'music']",6.5
The Cursed,2020,"['scifi', 'drama', 'fantasy', 'thriller']",7.1
Get Organized with The Home Edit,2020,['reality'],5.3
The Call,2020,"['thriller', 'scifi', 'drama', 'crime', 'horror']",7.1
Sweet Magnolias,2020,"['drama', 'romance']",7.3
In the Shadow of the Moon,2019,"['thriller', 'crime', 'scifi']",6.2
Alice in Borderland,2020,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",7.6
Raising Dion,2019,"['scifi', 'drama']",7.1
Summerland,2020,"['romance', 'drama', 'war']",7.0
Kingdom,2019,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",8.3
The Social Dilemma,2020,"['drama', 'documentation']",7.6
Black Summer,2019,"['scifi', 'action', 'drama', 'horror', 'thriller']",6.5
Fantastic Fungi,2019,['documentation'],7.4
The Promised Neverland,2019,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",8.4
Dracula,2020,"['action', 'drama', 'fantasy', 'horror', 'thriller']",6.8
Mank,2020,"['comedy', 'drama']",6.8
6 Underground,2019,"['action', 'thriller', 'comedy']",6.1
I Care a Lot,2020,"['comedy', 'crime', 'drama', 'thriller']",6.3
His House,2020,"['drama', 'thriller', 'horror']",6.5
The Dark Crystal: Age of Resistance,2019,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']",8.4
When They See Us,2019,"['drama', 'history', 'crime']",8.9
Cocomelon,2019,"['animation', 'comedy', 'family']",4.9
Another Life,2019,"['scifi', 'thriller', 'drama']",5.2
Crash Landing on You,2019,['drama'],
Living with Yourself,2019,"['drama', 'comedy', 'scifi']",7.2
The Platform,2019,"['horror', 'scifi', 'thriller', 'european']",7.0
The Movies That Made Us,2019,"['history', 'documentation', 'family']",7.6
Giri/Haji,2019,"['thriller', 'crime', 'drama']",7.8
Don't F**k with Cats: Hunting an Internet Killer,2019,"['crime', 'documentation']",8.0
The Forgotten Battle,2020,"['drama', 'war', 'history', 'documentation', 'european']",7.1
Always Be My Maybe,2019,"['romance', 'comedy']",6.8
Enola Holmes,2020,"['crime', 'drama', 'action']",6.6
Scary Stories to Tell in the Dark,2019,"['horror', 'thriller']",6.2
The Valhalla Murders,2019,"['thriller', 'crime', 'drama', 'scifi']",7.1
Triple Frontier,2019,"['thriller', 'action', 'crime', 'drama']",6.4
Fast Color,2019,"['thriller', 'drama', 'scifi']",6.0
The Midnight Sky,2020,"['drama', 'scifi', 'thriller', 'fantasy']",5.6
Official Secrets,2019,"['thriller', 'crime', 'drama', 'war', 'romance']",7.3
The Hateful Eight: Extended Version,2019,"['western', 'crime', 'thriller', 'drama']",
Barbarians,2020,"['action', 'drama', 'history']",7.2
I Am Mother,2019,"['scifi', 'thriller', 'horror', 'drama']",6.7
Marianne,2019,"['thriller', 'drama', 'horror']",7.4
The Haunting of Bly Manor,2020,"['drama', 'scifi', 'thriller', 'horror']",7.3
"Roswell, New Mexico",2019,"['scifi', 'drama', 'romance']",6.2
The Old Guard,2020,"['fantasy', 'action', 'thriller']",6.6
Hollywood,2020,"['drama', 'history']",7.5
The Midnight Gospel,2020,['scifi'],
The Outpost,2020,"['drama', 'action', 'history', 'war']",6.8
Cursed,2020,"['scifi', 'action', 'drama', 'fantasy']",5.8
Extraction,2020,"['thriller', 'crime', 'drama', 'action']",6.7
To the Lake,2019,"['scifi', 'thriller', 'drama']",7.2
Pokémon Journeys: The Series,2020,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",6.9
The Defeated,2020,"['drama', 'thriller']",7.0
Occupation: Rainfall,2020,"['action', 'scifi']",5.6
Conversations with a Killer: The Ted Bundy Tapes,2019,"['crime', 'history', 'documentation']",7.8
"Extremely Wicked, Shockingly Evil and Vile",2019,"['crime', 'drama', 'thriller']",6.7
I Am Not Okay with This,2020,"['comedy', 'drama', 'fantasy', 'scifi']",7.5
Tiger King,2020,"['crime', 'documentation']",7.5
#Alive,2020,"['thriller', 'horror', 'action', 'drama']",6.3
Unorthodox,2020,['drama'],8.0
The Old Ways,2020,"['fantasy', 'thriller', 'drama', 'horror']",5.4
The Half of It,2020,"['comedy', 'romance', 'drama']",6.9
After,2019,"['drama', 'romance']",5.2
Dolemite Is My Name,2019,"['comedy', 'drama']",7.2
Warrior Nun,2020,"['scifi', 'action', 'drama', 'fantasy']",6.8
Ragnarok,2020,"['action', 'drama', 'fantasy', 'thriller', 'scifi']",7.5
The Order,2019,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",6.7
The Professor and the Madman,2019,"['thriller', 'drama', 'history', 'european']",7.2
The Paper Tigers,2020,"['comedy', 'action']",6.3
Pieces of a Woman,2020,['drama'],7.0
Love on the Spectrum,2019,"['reality', 'documentation', 'romance']",8.6
Code 8,2019,"['scifi', 'thriller', 'action', 'crime', 'drama']",6.1
Jiu Jitsu,2020,"['fantasy', 'action', 'scifi', 'thriller', 'comedy']",2.9
Bad Trip,2020,"['comedy', 'reality']",6.5
Away,2020,"['scifi', 'drama', 'romance']",6.6
The Wind,2019,"['western', 'thriller', 'horror']",5.5
The Pharmacist,2020,"['crime', 'documentation']",7.7
Five Feet Apart,2019,"['romance', 'drama']",7.2
Sweet Home,2020,['scifi'],
Ghost in the Shell: SAC_2045,2020,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",6.2
Murder Mystery,2019,"['comedy', 'action', 'crime', 'romance']",6.0
The Water Man,2020,"['action', 'drama', 'family', 'fantasy', 'thriller']",5.4
Rebecca,2020,"['thriller', 'romance', 'drama']",6.0
The Politician,2019,"['comedy', 'drama']",7.5
The Society,2019,"['scifi', 'thriller', 'drama']",7.0
The Untamed,2019,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8
Countdown,2019,"['horror', 'thriller', 'european']",
Fyre,2019,"['documentation', 'crime', 'music']",7.2
Fractured,2019,['thriller'],6.4
Da 5 Bloods,2020,"['war', 'drama']",6.5
Our Planet,2019,['documentation'],9.3
The Family,2019,"['documentation', 'sport', 'reality']",6.4
The Spy,2019,"['drama', 'history']",7.9
Lies and Deceit,2020,['thriller'],
